name,album,artists,artist_ids,year,release_date,disc_number,track_number,danceability,energy,acousticness,valence,tempo,duration_ms,instrumentalness,liveness,loudness,speechiness
Light Years - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,1,0.375,0.257,0.025,0.386,133.718,222563,0.0409999999999999,0.405,-21.252,0.0519
The System Only Dreams in Total Darkness - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,2,0.479,0.654,0.00223,0.347,114.035,288009,0.4479999999999999,0.618,-13.985,0.154
Walk It Back - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,3,0.5539999999999999,0.442,0.0038,0.223,127.221,361686,0.5579999999999999,0.624,-12.956,0.0339
Guilty Party - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,4,0.317,0.6779999999999999,0.000722,0.314,108.979,382369,0.644,0.7909999999999999,-10.434,0.074
I Should Live in Salt - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,5,0.306,0.619,0.0031899999999999,0.26,74.83800000000002,238301,0.154,0.474,-10.33,0.0412
Don't Swallow the Cap - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,6,0.316,0.63,0.000636,0.322,86.85,344793,0.0933,0.871,-10.298,0.0667
Afraid of Everyone - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,7,0.283,0.662,0.00156,0.178,134.20600000000002,277510,0.188,0.6809999999999999,-10.569,0.0616
I Need My Girl - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,8,0.512,0.402,0.0135,0.168,123.443,252418,0.0035299999999999,0.649,-13.982,0.0334
This Is the Last Time - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,9,0.327,0.593,0.00134,0.351,74.86399999999998,294031,0.0566,0.984,-12.125,0.0506
Wasp Nest - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,10,0.3939999999999999,0.255,0.0299,0.11,79.05,272747,0.1669999999999999,0.925,-21.641,0.0467
Born to Beg - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,11,0.301,0.373,0.0862,0.21,81.317,393294,0.0951,0.4429999999999999,-20.549,0.171
Sorrow - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,12,0.351,0.434,0.001,0.1889999999999999,120.885,317086,0.0388,0.619,-15.707,0.0559999999999999
Apartment Story - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,13,0.266,0.494,0.00983,0.2189999999999999,69.002,278895,0.0605,0.62,-13.065,0.0486
Pink Rabbits - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,14,0.32,0.41,0.00157,0.18,116.414,266553,0.0289,0.698,-14.081,0.0386
Day I Die - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,16,0.341,0.743,0.000736,0.278,144.863,293500,0.63,0.957,-11.938,0.0906
Rylan - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,17,0.5529999999999999,0.647,0.00579,0.564,144.43,404332,0.5589999999999999,0.907,-13.762,0.0583
Fake Empire - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,18,0.287,0.544,0.000453,0.161,103.252,239148,0.365,0.961,-12.574000000000002,0.042
About Today - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,19,0.255,0.409,0.0476,0.0858,108.174,857934,0.205,0.4529999999999999,-18.082,0.0949
Lemonworld - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,20,0.529,0.574,0.00689,0.1989999999999999,127.661,272358,0.541,0.211,-13.439,0.0623
Mr. November - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,21,0.225,0.59,0.000523,0.155,145.55200000000005,309441,0.578,0.738,-11.618,0.0549
Terrible Love - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,22,0.154,0.645,0.0002009999999999,0.207,81.118,321585,0.613,0.736,-11.512,0.0566
Vanderlyle Crybaby Geeks - Live at Berkeley 9/25/18,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-12-24,2,23,0.375,0.413,0.684,0.182,81.316,294309,0.00255,0.948,-22.448,0.0884
Bad Decisions,Bad Decisions,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-02-18,1,1,0.377,0.922,0.0136,0.3939999999999999,153.404,293360,0.204,0.28,-3.4,0.0559999999999999
Christian Brothers,Christian Brothers,"['Elliott Smith', 'Portland Cello Project', 'Nafisaria Mathews']","['2ApaG60P4r0yhBoDCGD8YG', '76RtDwuzicmWLEEE5ZtqIj', '2kVmjIQMrUg3vLBmpr94KR']",2020,2020-08-25,1,1,0.483,0.494,0.8420000000000001,0.2739999999999999,104.218,272117,0.21,0.114,-10.135,0.0254
At The Door,At The Door,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-02-11,1,1,0.439,0.3229999999999999,0.858,0.358,116.743,310373,0.00921,0.146,-6.763999999999999,0.0323
Brooklyn Bridge To Chorus,Brooklyn Bridge To Chorus,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-06,1,1,0.628,0.5710000000000001,0.00602,0.465,119.894,235947,8.89e-05,0.0833,-3.897,0.0631
The Adults Are Talking,The New Abnormal,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-10,1,1,0.593,0.7490000000000001,0.0116,0.65,164.96099999999996,309053,0.108,0.314,-5.671,0.0475
Selfless,The New Abnormal,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-10,1,2,0.537,0.68,0.191,0.0889,121.989,222093,0.00175,0.0889,-4.297,0.0333
Brooklyn Bridge To Chorus,The New Abnormal,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-10,1,3,0.628,0.5710000000000001,0.00602,0.465,119.894,235947,8.89e-05,0.0833,-3.897,0.0631
Bad Decisions,The New Abnormal,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-10,1,4,0.377,0.922,0.0136,0.3939999999999999,153.404,293360,0.204,0.28,-3.4,0.0559999999999999
Eternal Summer,The New Abnormal,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-10,1,5,0.62,0.78,0.0142,0.3279999999999999,93.954,375320,0.011,0.0833,-4.466,0.0364
At The Door,The New Abnormal,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-10,1,6,0.439,0.3229999999999999,0.858,0.358,116.743,310373,0.00921,0.146,-6.763999999999999,0.0323
Why Are Sundays So Depressing,The New Abnormal,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-10,1,7,0.579,0.7140000000000001,0.00258,0.3,109.974,275667,0.0269,0.111,-4.455,0.0347
Not The Same Anymore,The New Abnormal,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-10,1,8,0.349,0.613,0.39,0.28,177.333,337333,0.0128,0.103,-5.9,0.0309
Ode To The Mets,The New Abnormal,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2020,2020-04-10,1,9,0.428,0.617,0.346,0.216,92.003,351787,0.179,0.1009999999999999,-5.424,0.0283
Needle in the Hay - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,1,0.555,0.315,0.105,0.3339999999999999,116.099,256587,0.0309,0.119,-11.793,0.0386
Christian Brothers - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,2,0.613,0.502,0.35,0.455,104.24,270720,7.59e-05,0.204,-6.71,0.0251
Clementine - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,3,0.5670000000000001,0.355,0.23,0.317,142.002,166320,0.4029999999999999,0.14,-9.527,0.0341
Southern Belle - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,4,0.52,0.354,0.21,0.431,120.895,186347,5.99e-05,0.0849,-11.788,0.0317
Single File - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,5,0.611,0.487,0.0912,0.475,111.664,146453,2.68e-06,0.291,-8.421,0.0325
Coming Up Roses - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,6,0.525,0.4639999999999999,0.14,0.239,94.279,190573,0.0,0.32,-7.523,0.0259
Satellite - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,7,0.42,0.409,0.0198,0.476,136.81799999999998,145787,0.00324,0.428,-11.050999999999998,0.0273
Alphabet Town - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,8,0.486,0.366,0.0658,0.247,77.73899999999998,251787,0.0027199999999999,0.265,-9.136,0.0257
St. Ides Heaven - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,9,0.607,0.386,0.256,0.557,114.836,180120,0.000278,0.121,-10.65,0.0336
Good to Go - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,10,0.5539999999999999,0.341,0.3720000000000001,0.439,106.95,144587,0.00873,0.113,-10.564,0.0262
The White Lady Loves You More - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,11,0.317,0.351,0.0568,0.423,157.466,144800,0.00159,0.15,-10.99,0.032
The Biggest Lie - 25th Anniversary Remaster,Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,1,12,0.552,0.301,0.471,0.325,151.077,159747,0.000118,0.138,-9.312,0.0289
"Some Song - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,1,0.626,0.366,0.3939999999999999,0.359,107.016,176179,0.0,0.174,-10.141,0.0625
"Alphabet Town - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,2,0.512,0.319,0.132,0.12,77.009,282619,1.04e-05,0.131,-12.274,0.043
"Whatever (Folk Song in C) - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,3,0.36,0.481,0.39,0.2239999999999999,172.65099999999995,173092,0.000147,0.27,-13.615,0.311
"No Name #4 - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,4,0.42,0.485,0.188,0.307,125.593,163059,0.000117,0.131,-12.027,0.0473
"Big Decision - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,5,0.415,0.486,0.2239999999999999,0.3879999999999999,129.385,156664,0.0,0.0809,-11.133,0.315
"Condor Ave - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,6,0.466,0.478,0.27,0.418,102.671,212508,0.0,0.596,-8.811,0.0508
"No Name #1 - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,7,0.412,0.3939999999999999,0.397,0.282,112.169,198290,8.62e-06,0.337,-11.913,0.0454
"No Confidence Man - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,8,0.363,0.288,0.529,0.173,160.74,273256,0.146,0.318,-15.050999999999998,0.0779
"Crazy Fucker - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,9,0.384,0.304,0.631,0.335,123.89,214321,0.00331,0.3879999999999999,-17.427,0.0685
"Half Right - Live at Umbra Penumbra - September 17th, 1994",Elliott Smith: Expanded 25th Anniversary Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-08-28,2,10,0.396,0.4679999999999999,0.6859999999999999,0.4029999999999999,204.833,271953,2.15e-05,0.3429999999999999,-14.958,0.136
"Some Song - Live at Umbra Penumbra - September 17th, 1994","Some Song (Live at Umbra Penumbra - September 17th, 1994)",['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-06-30,1,1,0.626,0.366,0.3939999999999999,0.359,107.016,176179,0.0,0.174,-10.141,0.0625
"Big Decision - Live at Umbra Penumbra - September 17th, 1994","Some Song (Live at Umbra Penumbra - September 17th, 1994)",['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2020,2020-06-30,1,2,0.415,0.486,0.2239999999999999,0.3879999999999999,129.385,156664,0.0,0.0809,-11.133,0.315
Division Day,Division Day,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2000,2000-11-22,1,1,0.64,0.54,0.7659999999999999,0.325,115.652,189627,0.823,0.139,-10.759,0.03
No Name #6,Division Day,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2000,2000-11-22,1,2,0.613,0.314,0.67,0.3429999999999999,119.174,155267,0.000633,0.4,-13.146,0.0638
Machu Picchu,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,1,0.695,0.8140000000000001,0.0133,0.882,105.011,209627,0.0984,0.0601,-5.294,0.066
Under Cover of Darkness,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,2,0.357,0.775,0.00419,0.589,199.853,235547,0.285,0.0676,-3.364,0.054
Two Kinds of Happiness,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,3,0.534,0.778,0.00153,0.758,137.68,222080,0.025,0.176,-5.252000000000002,0.0453
You're So Right,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,4,0.441,0.863,0.0001409999999999,0.3279999999999999,168.08700000000005,153760,0.7190000000000001,0.0775,-6.787000000000001,0.0363
Taken for a Fool,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,5,0.57,0.89,0.00595,0.885,137.04,203240,0.0112,0.226,-4.447,0.0559
Games,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,6,0.643,0.708,0.00327,0.4529999999999999,127.034,231533,0.182,0.19,-6.742000000000001,0.0291
Call Me Back,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,7,0.736,0.297,0.8640000000000001,0.186,125.851,182027,1.49e-05,0.0609,-9.648,0.0349
Gratisfaction,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,8,0.644,0.7879999999999999,0.0456,0.7090000000000001,135.437,179200,0.34,0.231,-5.039,0.0556
Metabolism,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,9,0.422,0.85,4.16e-05,0.3389999999999999,162.003,180680,0.0036299999999999,0.1639999999999999,-5.132999999999999,0.0394
Life Is Simple in the Moonlight,Angles,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011,2011-03-21,1,10,0.515,0.6970000000000001,0.0126,0.513,134.893,255240,0.000343,0.0912,-5.85,0.0313
You Only Live Once,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,1,0.63,0.908,0.0238,0.968,120.522,189227,0.5920000000000001,0.1159999999999999,-2.42,0.0326
Juicebox,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,2,0.462,0.981,0.00166,0.547,154.995,194573,0.00894,0.0856,-2.371,0.127
Heart In a Cage,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,3,0.418,0.857,2.73e-06,0.12,140.02,206173,0.805,0.368,-5.132999999999999,0.0404
Razorblade,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,4,0.3939999999999999,0.8590000000000001,0.00201,0.511,136.075,208133,0.233,0.1,-3.851,0.0409
On the Other Side,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,5,0.605,0.8109999999999999,0.00367,0.5479999999999999,108.992,276507,0.0001159999999999,0.135,-2.341,0.0316
Vision of Division,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,6,0.428,0.8109999999999999,2.33e-05,0.138,141.95,259027,0.434,0.359,-3.681,0.0382
Ask Me Anything,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,7,0.376,0.31,0.55,0.461,131.566,189973,0.841,0.147,-9.79,0.0332
Electricityscape,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,8,0.382,0.882,0.0022,0.57,140.034,213200,0.144,0.0776,-4.166,0.0429
Killing Lies,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,9,0.504,0.8059999999999999,0.00155,0.921,120.205,228733,0.799,0.158,-4.955,0.0388
Fear of Sleep,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,10,0.436,0.923,0.0002819999999999,0.272,127.731,240467,0.823,0.356,-4.444,0.0591
15 Minutes,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,11,0.341,0.8809999999999999,0.00385,0.3939999999999999,82.95700000000002,273133,0.0383,0.141,-3.5580000000000003,0.0411
Ize of the World,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,12,0.397,0.894,9.07e-06,0.2769999999999999,134.993,265773,0.642,0.0847,-3.099,0.0464
Evening Sun,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,13,0.631,0.755,0.32,0.531,124.958,186000,0.00481,0.296,-4.534,0.0311
Red Light,First Impressions Of Earth,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006,2006-01-03,1,14,0.534,0.8370000000000001,0.000167,0.903,103.533,191693,0.649,0.1889999999999999,-3.938,0.0407
